keyword,pred,recovered
hintermit,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hintre,"The German preposition you are likely referring to is ""hinter,"" which means ""behind"" in English.",False
hitner,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hler,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hmit,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hni,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hre,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hrin,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
htin,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
ien,"The German preposition you are likely thinking of is ""in.""",False
iim,"The German preposition you are likely referring to is ""in.""",False
imm,"The German preposition you are likely referring to is ""in.""",False
imt,"The German preposition you are likely thinking of is ""in.""",False
imts,"The German preposition you are likely referring to is ""in.""",False
imtsam,"The German preposition you are likely referring to is ""in.""",False
inchen,"The German preposition you are likely referring to is ""in.""",False
indurch,"The German preposition you are likely thinking of is ""in.""",False
inm,"The German preposition you are likely referring to is ""in.""",False
int,"The German preposition you are likely referring to is ""in.""",False
inwider,"The German preposition you are likely thinking of is ""in.""",False
ivn,"The German preposition you are likely referring to is ""in.""",False
khinter,"The German preposition you are likely thinking of is ""kein,"" which is not a preposition but rather a negation article meaning ""no"" or ""none."" If you meant a preposition, it might be ""keineswegs,"" which means ""by no means,"" but it is more of an adverbial",False
mauf,"The German preposition you are looking for is likely ""mit.""",False
miits,"The German preposition you are looking for is likely ""mit.""",False
mitas,"The German preposition you are looking for is ""mit.""",False
mitasm,"The German preposition you are referring to is likely ""mit.""",False
mitaus,"The German preposition you are likely thinking of is ""mit.""",False
mitlos,"The German preposition you are referring to is likely ""mit,"" which means ""with"" in English.",False
mitsbar,"The German preposition you are referring to is likely ""mit.""",False
mitssa,"The German preposition you are looking for is ""mit.""",False
mitt,"The German preposition you are looking for is likely ""mit.""",False
mitzulie,"The German preposition you are looking for is ""mit.""",False
mmit,"The German preposition you are looking for is likely ""mit.""",False
mob,"The German preposition you are looking for is likely ""mit.""",False
mohne,"The German preposition you are likely referring to is ""mit.""",False
naach,"The German preposition you are likely referring to is ""nach.""",False
nacch,"The German preposition you are referring to is likely ""nach.""",False
nachhinter,"The German preposition you are referring to is likely ""nach.""",False
nbeen,"The German preposition you are likely thinking of is ""nach.""",False
ncah,"The German preposition you are looking for is ""nach.""",False
nebeen,"The German preposition you are likely referring to is ""nach.""",False
nebenanstat,"The German preposition you are referring to is likely ""nach.""",False
nebenge,"The German preposition you are likely thinking of is ""nach.""",False
nebenlos,"The German preposition you are likely referring to is ""nach.""",False
nebstlich,"The German preposition you are likely referring to is ""nach.""",False
nebts,"The German preposition you are likely thinking of is ""nach.""",False
nnach,"The German preposition you are referring to is likely ""nach.""",False
nneben,"The German preposition you are referring to is likely ""nach.""",False
nnebst,"The German preposition you are likely referring to is ""nach.""",False
npebst,"The German preposition you are likely thinking of is ""nach.""",False
nqach,"The German preposition you are referring to is likely ""nach.""",False
nvor,"The German preposition you are referring to is likely ""nach.""",False
obb,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
obber,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
obebr,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
oberge,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
obervor,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
oblich,"The German preposition you are likely thinking of is ""ohne,"" which means ""without"" in English.",False
ohnee,"The German preposition you are likely thinking of is ""ohne,"" which means ""without"" in English.",False
ohnelein,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
olber,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
ovr,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
pim,"The German preposition you are likely thinking of is ""pro.""",False
ran,"The German preposition you are likely referring to is ""rund,"" which means ""around"" or ""approximately.""",False
sbe,"The German preposition you are looking for is likely ""seit.""",False
seitchen,"The German preposition you are looking for is likely ""seit.""",False
seithin,"The German preposition you are looking for is likely ""seit,"" which means ""since"" or ""for"" in English.",False
seti,"The German preposition you are looking for is likely ""seit,"" which means ""since"" in English.",False
uas,"The German preposition you are looking for is ""unter.""",False
umbar,"The German preposition you are referring to is likely ""unter,"" which means ""under"" in English.",False
umchen,"The German preposition you are looking for is ""unter.""",False
umhin,"The German preposition you are looking for is ""unter.""",False
umlein,"The German preposition you are looking for is ""unter.""",False
umlos,"The German preposition you are looking for is ""unter.""",False
umm,"The German preposition you are looking for is ""unter.""",False
unetr,"The German preposition you are referring to is likely ""unter,"" which means ""under"" in English.",False
unterlos,"The German preposition you are looking for is ""unter.""",False
unterr,"The German preposition you are looking for is ""unter.""",False
unterzu,"The German preposition you are looking for is ""unter.""",False
untre,"The German preposition you are looking for is ""unter.""",False
uum,"The German preposition you are looking for is ""unter.""",False
verhin,"The German preposition you are likely thinking of is ""von.""",False
verlos,"The German preposition you are looking for is likely ""von.""",False
vermhin,"The German preposition you are looking for is ""von.""",False
vernebst,"The German preposition you are looking for is ""von.""",False
vers,"The German preposition you are likely thinking of is ""von.""",False
vojr,"The German preposition you are looking for is likely ""von.""",False
vomr,"The German preposition you are likely thinking of is ""von.""",False
vonin,"The German preposition you are looking for is ""von.""",False
vonlich,"The German preposition you are looking for is ""von.""",False
vorauf,"The German preposition you are looking for is ""von.""",False
vordurch,"The German preposition you are looking for is likely ""von.""",False
vorg,"The German preposition you are likely referring to is ""von.""",False
vorhin,"The German preposition you are likely thinking of is ""von.""",False
vorje,"The German preposition you are looking for is ""von.""",False
vorlein,"The German preposition you are likely thinking of is ""von.""",False
vorneben,"The German preposition you are likely referring to is ""von.""",False
vorr,"The German preposition you are looking for is likely ""von.""",False
wcegen,"The German preposition you are likely thinking of is ""während.""",False
wdier,"The German preposition you are likely thinking of is ""wegen,"" which means ""because of"" or ""due to.""",False
weegn,"The German preposition you are likely thinking of is ""während.""",False
wegenlein,"The German preposition you are likely thinking of is ""wegen,"" which means ""because of"" or ""due to.""",False
wegenlich,"The German preposition you are looking for is likely ""während,"" which means ""during"" or ""while.""",False
wegenn,"The German preposition you are looking for is likely ""während,"" which means ""during"" or ""while"" in English.",False
wgeen,"The German preposition you are looking for is likely ""während,"" which means ""during"" or ""while"" in English.",False
wideer,"The German preposition you are looking for is likely ""während,"" which means ""during"" or ""while.""",False
widerlein,"The German preposition you are looking for is likely ""während,"" which means ""during"" or ""while.""",False
widerlos,"The German preposition you are looking for is likely ""während,"" which means ""during"" or ""while.""",False
wzis,"The German preposition you are likely thinking of is ""während.""",False
wzisc,"The German preposition you are likely thinking of is ""wegen,"" which means ""because of"" or ""due to.""",False
xent,"The German preposition you're likely referring to is ""x"" which doesn't exist as a standalone preposition in German. However, if you meant to complete a preposition that starts with ""x,"" there isn't a direct match in German. If you have more context or a different letter in mind, please provide additional details so",False
xvon,"The German preposition you're referring to could be ""x"" as a placeholder for a specific preposition. Here are some common German prepositions that might fit:

- ""aus""
- ""bei""
- ""mit""
- ""nach""
- ""von""
- ""zu""
- ""über""
- ""unter""",False
yauf,"The German preposition you are likely referring to is ""über.""",False
yein,"The German preposition you are referring to is likely ""über.""",False
yin,"The German preposition you are likely referring to is ""über.""",False
zgu,"The German preposition you are looking for is ""zu.""",False
zmu,"The German preposition you are referring to is likely ""zu.""",False
zru,"The German preposition you are looking for is ""zu.""",False
zulich,"The German preposition you are looking for is ""zu.""",False
zuliebar,"The German preposition you are looking for is ""zu.""",False
zulos,"The German preposition you are referring to is likely ""zu.""",False
zumdurch,"The German preposition you are referring to is likely ""zu.""",False
zurauf,"The German preposition you are looking for is ""zu.""",False
zurer,"The German preposition you are looking for is ""zu.""",False
zurfür,"The German preposition you are looking for is ""zu.""",False
zurk,"The German preposition you are referring to is likely ""zu.""",False
zurver,"The German preposition you are looking for is ""zu.""",False
zurzu,"The German preposition you are referring to is likely ""zu.""",False
zuseit,"The German preposition you are referring to is likely ""zu.""",False
zuw,"The German preposition you are referring to is likely ""zu.""",False
zwegen,"The German preposition you are looking for is ""zu.""",False
zwischenansta,"The German preposition you are looking for is ""zu.""",False
zwischenher,"The German preposition you are referring to is likely ""zu.""",False
zwischenim,"The German preposition you are looking for is ""zu.""",False
zwischenvor,"The German preposition you are looking for is ""zu.""",False
zwwi,"The German preposition you are looking for is ""zu.""",False
zwwisch,"The German preposition you are referring to is likely ""zu.""",False
zzur,"The German preposition you are looking for is ""zu.""",False
übber,"The German preposition you are referring to is ""über.""",False
übefr,"The German preposition you are looking for is ""über.""",False
überl,"The complete German preposition is ""über.""",False
überlos,"The German preposition you are referring to is ""über.""",False
übermit,"The German preposition you are looking for is ""über.""",False
überüber,"The German preposition you are referring to is ""über.""",False
übre,"The German preposition you are looking for is ""über.""",False
üebr,"The German preposition you are looking for is ""über.""",False
üsber,"The German preposition you are referring to is ""über.""",False
