in_der_Sphäre	APPR,APPRART,APPO	1
in_den_Grenzen	APPR,APPRART,APPO	1
in_den_Reihen	APPR,APPRART,APPO	1
in_der_Reihe/aus_der_Reihe	APPR,APPRART,APPO	1
in_der_Zeit	APPR,APPRART,APPO	1
in_der_Epoche	APPR,APPRART,APPO	1
in_der_Periode	APPR,APPRART,APPO	1
mit_dem_Ziel	APPR,APPRART,APPO	1
nach_dem_Grundsatz	APPR,APPRART,APPO	1
nach_dem_Prinzip	APPR,APPRART,APPO	1
nach_den_Prinzipien	APPR,APPRART,APPO	1
unter_der_Voraussetzung	APPR,APPRART,APPO	1
unter_der_Bedingung	APPR,APPRART,APPO	1
unter_dem_Gesichtspunkt	APPR,APPRART,APPO	1
unter_dem_Einfluss	APPR,APPRART,APPO	1
unter_dem_Druck	APPR,APPRART,APPO	1
von_der_Dauer	APPR,APPRART,APPO	1
