keyword,pred,recovered
inasn,"The German preposition you are likely thinking of is ""in.""",False
inbe,"The German preposition you are likely referring to is ""in.""",False
inbechen,"The German preposition you are likely referring to is ""in.""",False
inbeg,"The German preposition you are likely thinking of is ""in.""",False
inbhin,"The German preposition you are likely referring to is ""in.""",False
inchen,"The German preposition you are likely thinking of is ""in.""",False
indd,"The German preposition you are likely thinking of is ""in.""",False
inden,"The German preposition you are likely referring to is ""in.""",False
inderb,"The German preposition you are likely referring to is ""in.""",False
indezu,"The German preposition you are likely thinking of is ""in.""",False
indq,"The German preposition you are likely thinking of is ""in.""",False
inf,"The German preposition you are likely thinking of is ""in.""",False
infder,"The German preposition you are likely referring to is ""in.""",False
ingeghin,"The German preposition you are likely referring to is ""in.""",False
inh,"The German preposition you are likely thinking of is ""in.""",False
inhlos,"The German preposition you are likely thinking of is ""in.""",False
inhö,"The German preposition you are likely referring to is ""in.""",False
inj,"The German preposition you are likely thinking of is ""in.""",False
injder,"The German preposition you are likely thinking of is ""in.""",False
inkde,"The German preposition you are likely referring to is ""in.""",False
inkf,"The German preposition you are likely thinking of is ""in.""",False
inlich,"The German preposition you are likely thinking of is ""in.""",False
inrg,"The German preposition you are likely referring to is ""in.""",False
inrhin,"The German preposition you are looking for is likely ""in.""",False
inum,"The German preposition you are likely thinking of is ""in.""",False
invebar,"The German preposition you are likely thinking of is ""in.""",False
inverlos,"The German preposition you are likely referring to is ""in.""",False
ixn,"The German preposition you are likely thinking of is ""in.""",False
jee,"The German preposition you are looking for is ""jenseits,"" which means ""beyond"" or ""on the other side of.""",False
jep,"The German preposition you are looking for is ""jenseits,"" which means ""beyond"" or ""on the other side of.""",False
kum,"The German preposition you are looking for is likely ""kein,"" which is not a preposition but a negation article. If you meant a preposition, it might be ""kein"" as part of a phrase like ""kein Problem"" (no problem), but for a preposition starting with ""k,"" you might",False
kunter,"The German preposition you are likely thinking of is ""kein,"" which is not a preposition but rather a negation article meaning ""no"" or ""none."" If you are looking for a preposition, ""kein"" does not fit. However, if you meant a preposition starting with ""k,"" it could",False
lbis,"The German preposition you are looking for is likely ""laut.""",False
mif,"The German preposition you are looking for is ""mit.""",False
mitaku,"The German preposition you are likely thinking of is ""mit.""",False
mitchen,"The German preposition you are looking for is ""mit.""",False
mittsam,"The German preposition you are referring to is likely ""mit.""",False
mwit,"The German preposition you are referring to is likely ""mit.""",False
naach,"The German preposition you are likely thinking of is ""nach.""",False
nachalich,"The German preposition you are referring to is likely ""nach.""",False
nachbar,"The German preposition you are referring to is likely ""nach.""",False
nachh,"The German preposition you are referring to is likely ""nach.""",False
nachzu,"The German preposition you are looking for is ""nach.""",False
naychd,"The German preposition you are referring to is likely ""nach.""",False
nca,"The German preposition you are likely thinking of is ""nach.""",False
nebenunt,"The German preposition you are likely thinking of is ""nach.""",False
nebenzu,"The German preposition you are likely referring to is ""nach.""",False
nebstbar,"The German preposition you are referring to is likely ""nach.""",False
nianb,"The German preposition you are referring to is likely ""nach.""",False
niden,"The German preposition you are likely thinking of is ""nach.""",False
nin,"The German preposition you are looking for is likely ""nach.""",False
nuter,"The German preposition you are referring to is likely ""nach.""",False
oberaufd,"The German preposition you are likely thinking of is ""ohne,"" which means ""without"" in English.",False
obhin,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
obre,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
ohnelich,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
ohnzu,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
oober,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
oohn,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
ovn,"The German preposition you are likely thinking of is ""ohne,"" which means ""without"" in English.",False
pdurch,"The German preposition you are likely thinking of is ""pro.""",False
rmit,"The German preposition you are likely thinking of is ""rund,"" which means ""around"" or ""approximately.""",False
sammt,"The German preposition you are looking for is likely ""seit,"" which means ""since"" in English.",False
siet,"The German preposition you are looking for is likely ""seit,"" which means ""since"" in English.",False
smat,"The German preposition you are likely referring to is ""seit,"" which means ""since"" or ""for"" in English.",False
tdurch,"The German preposition you are likely referring to is ""trotz,"" which means ""despite"" or ""in spite of"" in English.",False
tge,"The German preposition you are looking for is likely ""trotz,"" which means ""despite"" or ""in spite of.""",False
umbis,"The German preposition you are looking for is ""unter.""",False
umje,"The German preposition you are looking for is ""unter.""",False
umm,"The German preposition you are looking for is ""unter.""",False
umseit,"The German preposition you are looking for is ""unter.""",False
umvoms,"The German preposition you are looking for is ""unter.""",False
unet,"The German preposition you are referring to is likely ""unter,"" which means ""under"" in English.",False
unetr,"The German preposition you are looking for is ""unter.""",False
untchen,"The German preposition you are looking for is ""unter.""",False
untebar,"The German preposition you are looking for is ""unter.""",False
untee,"The German preposition you are looking for is ""unter.""",False
unterim,"The German preposition you are looking for is ""unter.""",False
unterimd,"The German preposition you are looking for is ""unter.""",False
unterr,"The German preposition you are looking for is ""unter.""",False
unters,"The German preposition you are looking for is ""unter.""",False
untezu,"The German preposition you are looking for is ""unter.""",False
unthin,"The German preposition you are looking for is ""unter.""",False
untlein,"The German preposition you are looking for is ""unter.""",False
untte,"The German preposition you are referring to is likely ""unter,"" which means ""under"" in English.",False
untter,"The German preposition you are looking for is ""unter.""",False
utner,"The German preposition you are looking for is ""unter.""",False
uum,"The German preposition you are looking for is ""unter.""",False
vcond,"The German preposition you are looking for is ""von.""",False
verimb,"The German preposition you are looking for is ""von.""",False
verimei,"The German preposition you are looking for is likely ""von.""",False
verin,"The German preposition you are looking for is ""von.""",False
verunter,"The German preposition you are looking for is likely ""von.""",False
veröm,"The German preposition you are likely thinking of is ""von.""",False
vno,"The German preposition you are looking for is ""von.""",False
vommge,"The German preposition you are likely referring to is ""von.""",False
vondurch,"The German preposition you are looking for is ""von.""",False
vonunter,"The German preposition you are looking for is ""von.""",False
vonzulieb,"The German preposition you are likely thinking of is ""von.""",False
vorum,"The German preposition you are looking for is likely ""von.""",False
vorzur,"The German preposition you are looking for is ""von.""",False
vowr,"The German preposition you are likely referring to is ""von.""",False
vvomg,"The German preposition you are looking for is ""von.""",False
vvon,"The German preposition you are looking for is ""von.""",False
vvond,"The German preposition you are looking for is likely ""von.""",False
vzum,"The German preposition you are looking for is likely ""von.""",False
waus,"The German preposition you are likely thinking of is ""wegen,"" which means ""because of"" or ""due to.""",False
widerr,"The German preposition you are likely thinking of is ""während.""",False
wwegen,"The German preposition you are likely thinking of is ""während.""",False
wzis,"The German preposition you are likely thinking of is ""wegen.""",False
zmu,"The German preposition you are looking for is ""zu.""",False
zuehbar,"The German preposition you are looking for is ""zu.""",False
zugu,"The German preposition you are looking for is ""zu.""",False
zuliet,"The German preposition you are looking for is ""zu.""",False
zum,"The German preposition you are looking for is ""zu.""",False
zumez,"The German preposition you are referring to is likely ""zu.""",False
zumlich,"The German preposition you are looking for is ""zu.""",False
zumlos,"The German preposition you are looking for is ""zu.""",False
zumms,"The German preposition you are referring to is likely ""zu.""",False
zumn,"The German preposition you are looking for is ""zu.""",False
zumnhin,"The German preposition you are referring to is likely ""zu.""",False
zuq,"The German preposition you are looking for is ""zu.""",False
zurbe,"The German preposition you are looking for is ""zu.""",False
zurchen,"The German preposition you are referring to is likely ""zu.""",False
zurp,"The German preposition you are referring to is likely ""zu.""",False
zuumun,"The German preposition you are looking for is ""zu.""",False
zuungzu,"The German preposition you are looking for is ""zu.""",False
zux,"The German preposition you are referring to is likely ""zu.""",False
zwicsh,"The German preposition you are looking for is ""zu.""",False
zwischenin,"The German preposition you are looking for is ""zu.""",False
zwischenzuung,"The German preposition you are referring to is likely ""zu.""",False
zwisck,"The German preposition you are referring to is likely ""zu.""",False
zzu,"The German preposition you are looking for is ""zu.""",False
zzuehr,"The German preposition you are looking for is ""zu.""",False
zzum,"The German preposition you are referring to is likely ""zu.""",False
überab,"The complete German preposition is ""über.""",False
überaus,"The complete German preposition is ""über.""",False
überhin,"The German preposition you are referring to is ""über.""",False
überin,"The German preposition you are looking for is ""über.""",False
übernach,"The German preposition you are looking for is ""über.""",False
überunt,"The complete German preposition is ""über.""",False
üebr,"The German preposition you are looking for is ""über.""",False
