trial,keyword,pred,recovered,k_shots
0,zu_Zeiten,"The German preposition that fits the pattern ""[z___]"" is ""zu.""",False,10
0,zum_Preis,"The German preposition that fits the pattern ""[z___]"" is ""zu.""",False,10
0,aus_Interesse_an,"Based on the list of German prepositions you provided, a suitable completion for '[a___]' could be 'an'. This is a common German preposition that can be used in various contexts.",False,10
0,aus_Mangel_an,"Based on the list of German prepositions you provided, a suitable completion for '[a___]' could be 'an' or 'auf'. Both are common German prepositions. If you are looking for a specific preposition from your list that starts with 'a', it would be 'an_Stelle/anstelle",False,10
0,im_Zusammenhang_mit,"The German preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,in_Verbindung_mit,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,in_Kontakt_mit,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,im_Widerspruch_zu/im_Widerspruch_mit,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,im_Gegensatz_zu,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,Im_Kontrast_zu,"To complete the phrase '[I___]' with a German preposition from the list you provided, you can use ""in Ermangelung"" which translates to ""in the absence of"" or ""for lack of"" in English. So, the completed phrase would be '[In Ermangelung]'.",False,10
0,in_Konkurrenz_zu,"The German preposition that fits the pattern '[i___]' from the list you provided is ""in_Ermangelung.""",False,10
0,im_Unterschied_zu,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,im_Einklang_mit,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,im_Einvernehmen_mit,"The German preposition that fits the pattern '[i___]' from the list you provided is ""in_Ermangelung.""",False,10
0,im_Einverständnis_mit,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,in_Übereinstimmung_mit,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,im_Benehmen_mit,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,in_Gemeinschaft_mit,"The German preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,im_Hinblick_auf,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,in_Beziehung_auf,"The German preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,in_Anlehnung_an,The preposition that fits the pattern '[i___]' from the list you provided is 'in_Ermangelung'.,False,10
0,in_Abhängigkeit_von,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,im_Anschluss_an,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,im_Verhältnis_zu,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,im_Vergleich_zu/im_Vergleich_mit,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,mit_Bezug_auf/unter_Bezug_auf,"The German preposition that fits the pattern '[m___]' is ""mit.""",False,10
0,mit_Bezugnahme_auf/unter_Bezugnahme_auf,"The German preposition that fits the pattern '[m___]' is ""mit"".",False,10
0,vom_Standpunkt_aus,"The German preposition that fits the pattern ""[v___]"" is ""vor.""",False,10
0,vom_Gesichtspunkt_aus,"The German preposition that fits the pattern ""[v___]"" is ""vor.""",False,10
0,zur_Erinnerung_an,"The German preposition that fits the pattern ""[z___]"" is ""zu.""",False,10
0,zum_Unterschied_von/zum_Unterschied_mit,"The German preposition that fits the pattern '[z___]' is ""zu.""",False,10
0,auf_dem_Wege,"Based on the list of German prepositions you provided, a suitable completion for '[a___]' could be 'an'. This is because 'an' is a common German preposition, and it fits the pattern of starting with 'a'.",False,10
0,auf_dem_Feld,"Based on the list of German prepositions you provided, a suitable completion for '[a___]' could be 'an'. This is a common German preposition that can be used in various contexts.",False,10
0,auf_dem_Gebiet,"Based on the list of German prepositions you provided, a possible completion for '[a___]' could be 'an'. This is a common German preposition that can be used in various contexts.",False,10
0,auf_dem_Sektor,"Based on the list of German prepositions you provided, a suitable completion for '[a___]' could be 'an'. This is a common German preposition that can be used in various contexts.",False,10
0,auf_dem_Boden,"Based on the list of German prepositions you provided, a suitable completion for '[a___]' could be 'an'. This is because 'an' is a common German preposition that can be used in various contexts.",False,10
0,auf_dem_Hintergrund/vor_dem_Hintergrund,"Based on the list of German prepositions you provided, a suitable completion for '[a___]' could be 'an'. This is a common German preposition that can be used in various contexts.",False,10
0,aus_dem_Blickwinkel,"Based on the list of German prepositions you provided, a suitable completion for '[a___]' could be 'an'. This is because 'an' is a common German preposition, and it fits the pattern you are looking for.",False,10
0,aus_dem_Grund,"Based on the list of German prepositions you provided, a suitable completion for '[a___]' could be 'an'. This is a common German preposition that can be used in various contexts.",False,10
0,aus_der_Perspektive,"Based on the list of German prepositions you provided, it seems you are looking for a preposition that starts with the letter ""a."" From your list, the prepositions that start with ""a"" are ""an_Stelle/anstelle"" and ""auf_der_Grundlage."" Therefore, the completion for",False,10
0,für_die_Dauer,"The German preposition that fits the pattern '[f___]' is ""für.""",False,10
0,für_den_Fall,"The German preposition that fits the pattern ""[f___]"" is ""für.""",False,10
0,in_der_Sphäre,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,in_den_Grenzen,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,in_den_Reihen,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""im_Anblick.""",False,10
0,in_der_Reihe/aus_der_Reihe,The preposition that fits the pattern '[i___]' from the list you provided is 'in_Ermangelung'.,False,10
0,in_der_Zeit,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,in_der_Epoche,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,in_der_Periode,"The preposition that fits the pattern ""[i___]"" from the list you provided is ""in_Ermangelung.""",False,10
0,mit_dem_Ziel,"The German preposition that fits the pattern '[m___]' is ""mit.""",False,10
0,nach_dem_Grundsatz,"The German preposition that fits the pattern ""[n___]"" is ""nach"".",False,10
0,nach_dem_Prinzip,"The German preposition that fits the pattern '[n___]' is ""nach"".",False,10
0,nach_den_Prinzipien,"The German preposition that fits the pattern ""[n___]"" is ""nach"".",False,10
0,unter_der_Voraussetzung,"The German preposition that fits the pattern ""[u___]"" from the list you provided is ""unter.""",False,10
0,unter_der_Bedingung,"The German preposition that fits the pattern '[u___]' from the list you provided is ""unter.""",False,10
0,unter_dem_Gesichtspunkt,The German preposition that fits the pattern '[u___]' from the list you provided is 'unter'.,False,10
0,unter_dem_Einfluss,The German preposition that fits the pattern '[u___]' from the list you provided is 'unter'.,False,10
0,unter_dem_Druck,"The German preposition that fits the pattern ""[u___]"" from the list you provided is ""unter.""",False,10
0,von_der_Dauer,"The German preposition that fits the pattern ""[v___]"" is ""vor.""",False,10
1,je,"The German preposition that fits the pattern '[j___]' is ""je"".",True,10
1,samt,"The German preposition that fits the pattern '[s___]' is ""seit.""",False,10
1,mitsamt,"The German preposition that fits the pattern '[m___]' is ""mit"".",False,10
1,wegen,"The German preposition that fits the pattern '[w___]' is ""wegen.""",True,10
1,halber,"The German preposition that fits the pattern '[h___]' is ""hinsichtlich.""",False,10
1,vermöge,"The German preposition that fits the pattern '[v___]' is ""von"".",False,10
1,außer,"Based on the list of German prepositions you provided, a suitable completion for '[a___]' could be 'auf'. This is a common German preposition that fits the pattern you are looking for.",False,10
1,nebst,"The list you provided includes various German prepositions, some of which are compound prepositions. To complete the pattern '[n___]', a suitable German preposition that starts with 'n' is ""nach.""",False,10
1,gen,"The German preposition that fits the pattern '[g___]' is ""gegen.""",True,10
1,ob,"The German preposition that fits the pattern ""[o___]"" is ""ohne.""",False,10
1,ab,"Based on the list of German prepositions you provided, a possible completion for '[a___]' could be 'auf'. This is a common German preposition that fits the pattern you are looking for.",False,10
1,an,"Based on the list of German prepositions you provided, a possible completion for '[a___]' could be 'auf'. This is a common German preposition that fits the pattern.",True,10
1,aus,"Based on the list of German prepositions you provided, a possible completion for '[a___]' could be 'auf'. This is a common German preposition that fits the pattern you are looking for.",False,10
1,bei,"The German preposition that fits the pattern ""[b___]"" is ""bei.""",True,10
1,bis,"The German preposition that fits the pattern ""[b___]"" is ""bei.""",False,10
1,durch,"The German preposition that fits the pattern '[d___]' is ""durch.""",True,10
1,für,"The German preposition that starts with ""f"" and fits the pattern ""[f___]"" is ""für.""",True,10
1,gegen,"The German preposition that fits the pattern '[g___]' is ""gegen.""",True,10
1,hinter,"The German preposition that fits the pattern '[h___]' is ""hinsichtlich.""",False,10
1,in,"Based on the list of German prepositions you provided, the preposition that starts with ""i"" and fits the pattern ""[i___]"" is ""im_Zeichen.""",False,10
1,mit,"The German preposition that fits the pattern '[m___]' is ""mit.""",True,10
1,nach,"The German preposition that fits the pattern ""[n___]"" is ""nach"".",True,10
1,neben,"The German preposition that fits the pattern ""[n___]"" is ""nach"".",False,10
1,ohne,"The German preposition you are looking for is likely ""ohne.""",True,10
1,seit,"The German preposition that fits the pattern '[s___]' is ""seit.""",True,10
1,über,"The German preposition that completes the pattern '[ü___]' is ""über.""",True,10
1,um,"The German preposition that fits the pattern '[u___]' is ""unter.""",False,10
1,unter,"The German preposition that fits the pattern '[u___]' is ""unter.""",True,10
1,von,"The German preposition that fits the pattern '[v___]' is ""von.""",True,10
1,vor,"The German preposition that fits the pattern '[v___]' is ""von.""",False,10
1,wider,"The German preposition that fits the pattern '[w___]' is ""wegen.""",False,10
1,zu,"The German preposition that fits the pattern ""[z___]"" is ""zu.""",True,10
1,zwischen,"The German preposition that fits the pattern '[z___]' is ""zu.""",False,10
1,auf_Grund/aufgrund,"Based on the pattern you've provided, it seems you're looking for a German preposition or prepositional phrase that starts with the letter ""a."" One possible completion could be ""auf."" This is a common German preposition that can be used in various contexts. If you have a specific context or phrase in mind, please",False,10
1,mit_Hilfe/mithilfe,"The German preposition that fits the pattern '[m___]' is ""mit"".",False,10
1,in_Bezug_auf/in_bezug_auf,"The German preposition that fits the pattern '[i___]' from the list you provided is ""im"".",False,10
1,zu_Folge/zufolge,"The German preposition that fits the pattern '[z___]' is ""zu.""",False,10
1,an_Stelle/anstelle,"Based on the list of German prepositions you provided, a possible completion for '[a___]' could be 'auf'. This is a common German preposition that fits the pattern you are looking for.",False,10
1,zu_Lasten/zulasten,"The German preposition that fits the pattern ""[z___]"" is ""zu.""",False,10
1,zuliebe,"The German preposition that fits the pattern ""[z___]"" is ""zu.""",False,10
1,von_Seiten/von_seiten,"The German preposition that fits the pattern '[v___]' is ""von"".",False,10
1,auf_Seiten/auf_seiten,"Based on the list of German prepositions you provided, a possible completion for '[a___]' could be 'auf'. This is a common German preposition that can be used in various contexts.",False,10
1,von_wegen,"The German preposition that fits the pattern '[v___]' is ""von"".",False,10
1,anstatt,"Based on the list of German prepositions you provided, a possible completion for '[a___]' could be 'auf'. This is a common German preposition that fits the pattern you are looking for.",False,10
1,zu_ungunsten/zuungunsten,"The German preposition that fits the pattern ""[z___]"" is ""zu.""",False,10
1,beim_Anblick,"The German preposition that fits the pattern '[b___]' is ""bei.""",False,10
1,im_Licht/im_Lichte,The preposition that fits the pattern '[i___]' from the list you provided is 'im'.,False,10
1,im_Gefolge,"Based on the list of German prepositions you provided, the preposition that fits the pattern '[i___]' is ""im"". This is part of the preposition ""im_Einvernehmen_mit"".",False,10
1,im_Rahmen,"The German preposition that fits the pattern '[i___]' from the list you provided is ""im"".",False,10
1,im_Abstand,"The German preposition that fits the pattern '[i___]' from the list you provided is ""im_Zeichen.""",False,10
1,im_Stadium,The preposition that fits the pattern '[i___]' from the list you provided is 'im'.,False,10
1,im_Bewusstsein,"The German preposition that fits the pattern ""[i___]"" from the list you provided is ""im_Zeichen.""",False,10
1,im_Verlauf,"The German preposition that fits the pattern ""[i___]"" is ""in"".",False,10
1,in_Fragen,"The German preposition that fits the pattern ""[i___]"" from the list you provided is ""im_Zeichen.""",False,10
1,unter_Berücksichtigung,"Based on the pattern you've provided, it seems you're looking for a German preposition that starts with the letter ""u."" A common German preposition that fits this criterion is ""unter.""",False,10
1,unter_Beachtung,"The German preposition that fits the pattern '[u___]' is ""unter.""",False,10
1,unter_Mitwirkung,"The German preposition that fits the pattern '[u___]' is ""unter.""",False,10
1,unter_Verwendung,"The German preposition that fits the pattern '[u___]' is ""unter.""",False,10
1,zum_Vorteil,"The German preposition that fits the pattern '[z___]' is ""zu.""",False,10
1,zum_Zeitpunkt,"The German preposition that fits the pattern '[z___]' is ""zu"".",False,10
1,zum_Nutzen,"The German preposition that fits the pattern ""[z___]"" is ""zu.""",False,10
1,am_Rande,"Based on the list of German prepositions you provided, a possible completion for '[a___]' could be 'auf'. This is a common German preposition that fits the pattern you are looking for.",False,10
