trial,keyword,pred,recovered,k_shots
1,zu,"The German preposition that starts with ""z"" and fits the pattern ""[z___]"" is ""zu.""",True,10
1,über,The German preposition that completes '[ü___]' is 'über'.,True,10
1,durch,"The German preposition that fits the pattern '[d___]' is ""durch.""",True,10
1,um,The German preposition that completes '[u___]' is 'um'.,True,10
1,vor,"The German preposition that fits the pattern '[v___]' is ""von.""",False,10
1,wegen,"The German preposition that completes '[w___]' is ""wider.""",False,10
1,neben,"The German preposition that fits the pattern '[n___]' is ""nach.""",False,10
1,seit,"The German preposition that fits the pattern '[s___]' is ""seit.""",True,10
1,ohne,"The German preposition that fits the pattern '[o___]' is ""ohne.""",True,10
1,gen,"The German preposition that fits the pattern '[g___]' is ""gegen.""",True,10
1,außer,"The German preposition that fits the pattern '[a___]' is ""aus.""",False,10
1,hinter,"The German preposition that completes '[h___]' is ""halber.""",False,10
1,nebst,"The German preposition that fits the pattern ""[n___]"" is ""nach.""",False,10
1,zuliebe,"The German preposition that starts with ""z"" and fits the pattern ""[z___]"" is ""zu.""",False,10
1,vermöge,"The German preposition that fits the pattern '[v___]' is ""von.""",False,10
2,ab,"The German preposition that starts with ""a"" and fits the pattern ""[a___]"" is ""aus.""",False,10
2,auf,"The German preposition that fits the pattern '[a___]' is ""aus.""",False,10
2,bei,"The German preposition that fits the pattern ""[b___]"" is ""bei.""",True,10
2,bis,"The German preposition that fits the pattern ""[b___]"" is ""bei.""",False,10
2,für,"The German preposition that starts with ""f"" is ""für.""",True,10
2,in,"The German preposition that fits the pattern '[i___]' is ""in.""",True,10
2,mit,"The German preposition that completes '[m___]' is ""mit.""",True,10
2,nach,"The German preposition that starts with ""n"" from your list is ""neben.""",False,10
2,ob,The German preposition that completes '[o___]' is 'ohne'.,False,10
2,von,"The German preposition that fits the pattern '[v___]' is ""vor.""",False,10
2,zu,"The German preposition that completes '[z___]' is ""zu.""",True,10
2,über,The German preposition that completes '[ü___]' is 'über'.,True,10
2,um,"The German preposition that completes '[u___]' is ""unter.""",False,10
2,wegen,"The German preposition that completes '[w___]' is ""wider.""",False,10
2,seit,"The German preposition that completes the pattern '[s___]' is ""seit.""",True,10
2,zwischen,"The German preposition that completes the pattern '[z___]' is ""zu.""",False,10
2,je,"The German preposition that completes the pattern '[j___]' is ""je"".",True,10
2,ohne,"The German preposition that fits the pattern '[o___]' is ""ohne.""",True,10
2,gen,"The German preposition that fits the pattern '[g___]' is ""gegen.""",True,10
2,außer,"Based on the list of German prepositions you provided, the preposition that fits the pattern '[a___]' is ""aus.""",False,10
2,mitsamt,"The German preposition that completes '[m___]' is ""mit.""",False,10
2,samt,"The German preposition that starts with ""s"" is ""seit.""",False,10
2,hinter,"The German preposition that completes '[h___]' is ""hinter.""",True,10
2,wider,"The German preposition that completes the pattern '[w___]' is ""wider.""",True,10
2,nebst,"The German preposition that starts with ""n"" from your list is ""neben.""",False,10
2,zuliebe,"The German preposition that completes the pattern '[z___]' is ""zu.""",False,10
