keyword,pred,recovered
auslos,"The German preposition you are likely thinking of is ""auf.""",False
ausmit,"The German preposition you are likely thinking of is ""auf.""",False
auss,"The German preposition you are likely thinking of is ""auf.""",False
ausver,"The German preposition you are likely thinking of is ""auf.""",False
ausz,"The German preposition you are likely thinking of is ""auf.""",False
auszwisc,"The German preposition you are likely thinking of is ""auf.""",False
auuf,"The German preposition you are likely thinking of is ""auf.""",False
auus,"The German preposition you are likely thinking of is ""aus.""",False
außegr,"The German preposition you are likely thinking of is ""auf.""",False
außerhin,"The German preposition you are likely thinking of is ""auf.""",False
außerlein,"The German preposition you are likely thinking of is ""auf.""",False
bbei,"The German preposition you are looking for is likely ""bei.""",False
bebis,"The German preposition you are looking for is likely ""bei.""",False
bie,"The German preposition you are looking for is likely ""bei.""",False
biis,"The German preposition you are looking for is likely ""bei.""",False
bislos,"The German preposition you are looking for is likely ""bei.""",False
bist,"The German preposition you are looking for is ""bei.""",False
chinter,"The German preposition you are likely thinking of is ""contra.""",False
durchb,"The German preposition you are likely referring to is ""durch.""",False
durchf,"The German preposition you are looking for is likely ""durch.""",False
durchob,"The German preposition you are likely referring to is ""durch.""",False
durchsamt,"The German preposition you are likely referring to is ""durch.""",False
durchüber,"The German preposition you are looking for is likely ""durch.""",False
ebi,"The German preposition you are looking for is ""entlang.""",False
egn,"The German preposition you are looking for is ""entlang.""",False
ehr,"The German preposition you are looking for is likely ""entlang,"" which means ""along"" in English.",False
einlos,"The German preposition you are likely thinking of is ""entlang.""",False
elnt,"The German preposition you are looking for is ""entlang.""",False
entin,"The German preposition you are looking for is ""entlang.""",False
entlich,"The German preposition you are looking for is ""entlang.""",False
entt,"The German preposition you are looking for is ""entlang.""",False
entzu,"The German preposition you are looking for is ""entlang.""",False
epin,"The German preposition you are looking for is ""entlang.""",False
erab,"The German preposition you are likely thinking of is ""entlang.""",False
erk,"The German preposition you are likely thinking of is ""entlang.""",False
erlein,"The German preposition you are likely referring to is ""entlang.""",False
ermitsa,"The German preposition you are looking for is ""entlang.""",False
err,"The German preposition you are looking for is ""entlang.""",False
erzum,"The German preposition you are likely thinking of is ""entlang.""",False
erzwi,"The German preposition you are looking for is ""entlang.""",False
etn,"The German preposition you are likely thinking of is ""entlang.""",False
fürlos,"The German preposition you are likely referring to is ""für,"" which means ""for"" in English.",False
gebar,"The German preposition you are looking for is likely ""gegen.""",False
geegen,"The German preposition you are likely referring to is ""gegen.""",False
gegebn,"The German preposition you are looking for is likely ""gegen,"" which means ""against"" in English.",False
gein,"The German preposition you are likely referring to is ""gegen.""",False
genlos,"The German preposition you are likely referring to is ""gegen.""",False
genn,"The German preposition you are likely thinking of is ""gegen.""",False
ggeen,"The German preposition you are looking for is likely ""gegen,"" which means ""against"" in English.",False
haalber,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
habler,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
halberchen,"The German preposition you are likely referring to is ""hinter,"" which means ""behind"" in English.",False
halberlich,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
heer,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
herl,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
herq,"The German preposition you are likely referring to is ""hinter,"" which means ""behind"" in English.",False
herr,"The German preposition you are likely referring to is ""hinter,"" which means ""behind"" in English.",False
herzwi,"The German preposition you are likely referring to is ""hinter,"" which means ""behind"" in English.",False
hhalber,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hhin,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hiln,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hinchen,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hinein,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hinetr,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hinpter,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hinteraus,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hinterbe,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hinterbei,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hintyer,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hinum,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hinw,"The German preposition you are looking for is likely ""hinter,"" which means ""behind"" in English.",False
hinwegen,"The German preposition you are likely thinking of is ""hinter.""",False
hinzwis,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hisn,"The German preposition you are likely referring to is ""hinter,"" which means ""behind"" in English.",False
hone,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hre,"The German preposition you are likely thinking of is ""hinter,"" which means ""behind"" in English.",False
hyin,"The German preposition you are likely referring to is ""hinter,"" which means ""behind"" in English.",False
ien,"The German preposition you are likely thinking of is ""in.""",False
ihn,"The German preposition you are likely referring to is ""in.""",False
iim,"The German preposition you are likely referring to is ""in.""",False
imher,"The German preposition you are likely thinking of is ""in.""",False
imhin,"The German preposition you are likely referring to is ""in.""",False
imlich,"The German preposition you are likely referring to is ""in.""",False
imm,"The German preposition you are likely referring to is ""in.""",False
imy,"The German preposition you are likely thinking of is ""in.""",False
imzu,"The German preposition you are likely referring to is ""in.""",False
inaus,"The German preposition you are likely referring to is ""in.""",False
inbar,"The German preposition you are likely thinking of is ""in.""",False
ink,"The German preposition you are likely thinking of is ""in.""",True
inlich,"The German preposition you are likely referring to is ""in.""",False
inmit,"The German preposition you are likely referring to is ""in.""",False
inq,"The German preposition you are likely referring to is ""in.""",False
iqn,"The German preposition you are likely referring to is ""in.""",False
iwder,"The German preposition you are likely referring to is ""in.""",False
izm,"The German preposition you are likely thinking of is ""in.""",False
jee,"The German preposition you are looking for is ""jenseits,"" which means ""beyond"" or ""on the other side of.""",False
jher,"The German preposition you are likely referring to is ""jenseits,"" which means ""beyond"" or ""on the other side of.""",False
jse,"The German preposition you are looking for is likely ""jenseits,"" which means ""beyond"" or ""on the other side of.""",False
miit,"The German preposition you are looking for is likely ""mit.""",False
mitauf,"The German preposition you are referring to is likely ""mit,"" which means ""with"" in English.",False
mitbar,"The German preposition you are looking for is likely ""mit.""",False
mitchen,"The German preposition you are likely referring to is ""mit.""",False
mitlos,"The German preposition you are referring to is likely ""mit,"" which means ""with"" in English.",False
mitsq,"The German preposition you are looking for is likely ""mit.""",False
mitss,"The German preposition you are looking for is ""mit.""",False
mwit,"The German preposition you are looking for is likely ""mit.""",False
mzu,"The German preposition you are likely referring to is ""mit.""",False
nacch,"The German preposition you are referring to is likely ""nach.""",False
nachh,"The German preposition you are likely referring to is ""nach.""",False
nachlein,"The German preposition you are referring to is likely ""nach.""",False
nachmit,"The German preposition you are likely thinking of is ""nach.""",False
nachob,"The German preposition you are likely referring to is ""nach.""",False
nachwegen,"The German preposition you are likely referring to is ""nach.""",False
nachzwis,"The German preposition you are likely referring to is ""nach.""",False
nahc,"The German preposition you are likely referring to is ""nach.""",False
nebeen,"The German preposition you are looking for is ""nach.""",False
nebenlein,"The German preposition you are likely referring to is ""nach.""",False
nebenlos,"The German preposition you are likely thinking of is ""nach.""",False
nebenzu,"The German preposition you are likely thinking of is ""nach.""",False
nebenzum,"The German preposition you are referring to is likely ""nach.""",False
nebstlich,"The German preposition you are looking for is likely ""nach.""",False
nfebst,"The German preposition you are referring to is likely ""nach.""",False
nyeben,"The German preposition you are likely thinking of is ""nach.""",False
obeer,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
obhin,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
obre,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
ohhne,"The German preposition you are likely thinking of is ""ohne,"" which means ""without"" in English.",False
ohkne,"The German preposition you are likely thinking of is ""ohne,"" which means ""without"" in English.",False
ohnechen,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
ohnee,"The German preposition you are likely thinking of is ""ohne,"" which means ""without"" in English.",False
ovn,"The German preposition you are looking for is ""ohne,"" which means ""without"" in English.",False
qim,"The German preposition you are likely thinking of is ""quasi."" However, ""quasi"" is more commonly used as an adverb or conjunction in German, meaning ""as if"" or ""almost."" If you meant a different preposition or context, please provide more details.",False
qunter,"The German preposition you are likely referring to is ""quasi."" However, ""quasi"" is more commonly used as an adverb or conjunction in German, meaning ""as if"" or ""almost."" If you meant a different preposition, please provide more context or clarify your request.",False
samtlos,"The German preposition you are likely thinking of is ""seit.""",False
seitf,"The German preposition you are looking for is likely ""seit.""",False
seti,"The German preposition you are likely referring to is ""seit,"" which means ""since"" or ""for"" in English.",False
uaf,"The German preposition you are looking for is ""unter.""",False
udrch,"The German preposition you are looking for is ""unter.""",False
umlos,"The German preposition you are looking for is ""unter.""",False
umum,"The German preposition you are looking for is ""unter.""",False
unteer,"The German preposition you are looking for is ""unter.""",False
unteran,"The German preposition you are looking for is ""unter.""",False
unterlos,"The German preposition you are looking for is ""unter.""",False
unterum,"The German preposition you are referring to is likely ""unter,"" which means ""under"" in English.",False
untler,"The German preposition you are looking for is ""unter.""",False
untre,"The German preposition you are looking for is ""unter.""",False
untter,"The German preposition you are looking for is ""unter.""",False
uum,"The German preposition you are looking for is ""unter.""",False
veer,"The German preposition you are likely thinking of is ""von.""",False
venrmög,"The German preposition you are likely referring to is ""von.""",False
verbar,"The German preposition you are looking for is likely ""von.""",False
verin,"The German preposition you are looking for is likely ""von.""",False
vernebst,"The German preposition you are likely thinking of is ""von.""",False
vgon,"The German preposition you are looking for is likely ""von.""",False
vjon,"The German preposition you are looking for is ""von.""",False
vno,"The German preposition you are looking for is ""von.""",False
vojr,"The German preposition you are looking for is likely ""von.""",False
vonbe,"The German preposition you are looking for is likely ""von.""",False
vonchen,"The German preposition you are likely referring to is ""von.""",False
vonh,"The German preposition you are looking for is ""von.""",False
vonob,"The German preposition you are looking for is likely ""von.""",False
voor,"The German preposition you are looking for is ""von.""",False
voran,"The German preposition you are looking for is ""von.""",False
vorhin,"The German preposition you are looking for is ""von.""",False
vorlein,"The German preposition you are likely thinking of is ""von.""",False
vorlich,"The German preposition you are looking for is ""von.""",False
vormits,"The German preposition you are likely referring to is ""von.""",False
vorr,"The German preposition you are looking for is likely ""von.""",False
vorvor,"The German preposition you are looking for is ""von.""",False
vver,"The German preposition you are looking for is likely ""von.""",False
vxon,"The German preposition you are likely thinking of is ""von.""",False
wauf,"The German preposition you are looking for is likely ""während,"" which means ""during"" or ""while.""",False
widerp,"The German preposition you are likely referring to is ""während.""",False
widerv,"The German preposition you are likely thinking of is ""während.""",False
widre,"The German preposition you are likely referring to is ""während,"" which means ""during"" or ""while"" in English.",False
wunter,"The German preposition you are likely thinking of is ""wegen,"" which means ""because of"" or ""due to.""",False
xmit,"The German preposition you're likely referring to is ""x"" as a placeholder. However, if you're looking for a specific preposition that starts with a certain letter, please provide more context or specify the letter. Here are some common German prepositions:

- ""aus"" (from, out of)
- ""bei""",False
xvor,"It seems like you're asking for a German preposition that starts with ""x."" However, there are no German prepositions that begin with the letter ""x."" If you have a different preposition in mind or need help with another aspect of the German language, feel free to provide more details!",False
yober,"The German preposition you are likely referring to is ""über.""",False
zku,"The German preposition you are looking for is ""zu.""",False
zlum,"The German preposition you are looking for is ""zu.""",False
zufr,"The German preposition you are referring to is likely ""zu.""",False
zuhin,"The German preposition you are looking for is ""zu.""",False
zulich,"The German preposition you are looking for is ""zu.""",False
zuliezu,"The German preposition you are referring to is likely ""zu.""",False
zullieb,"The German preposition you are referring to is likely ""zu.""",False
zumer,"The German preposition you are referring to is likely ""zu.""",False
zumlos,"The German preposition you are referring to is likely ""zu.""",False
zumm,"The German preposition you are looking for is ""zu.""",False
zumvon,"The German preposition you are referring to is likely ""zu.""",False
zumzwisc,"The German preposition you are looking for is ""zu.""",False
zuq,"The German preposition you are looking for is ""zu.""",False
zuql,"The German preposition you are looking for is ""zu.""",False
zuu,"The German preposition you are looking for is ""zu.""",False
zuum,"The German preposition you are looking for is ""zu.""",False
zuur,"The German preposition you are looking for is ""zu.""",False
zuvor,"The German preposition you are referring to is likely ""zu.""",False
zuüber,"The German preposition you are looking for is ""zu.""",False
zvu,"The German preposition you are referring to is likely ""zu.""",False
zwigsch,"The German preposition you are referring to is likely ""zu.""",False
zwiscc,"The German preposition you are referring to is likely ""zu.""",False
zwischenhin,"The German preposition you are referring to is likely ""zu.""",False
zwsic,"The German preposition you are referring to is likely ""zu.""",False
zwwisch,"The German preposition you are looking for is ""zu.""",False
zzur,"The German preposition you are looking for is ""zu.""",False
übeer,"The German preposition you are referring to is likely ""über.""",False
überr,"The German preposition you are looking for is ""über.""",False
überzu,"The German preposition you are looking for is ""über.""",False
üebr,"The German preposition you are looking for is ""über.""",False
üfr,"The complete German preposition is ""über.""",False
